titulo,precio,Rating,plataformas,categoria,genero,link,img
Roland Garros 2000,84,4,PC,"Entra en la pista con esta increíble simulación de tenis. Utilizando un nuevo engine 3D, Roland Garros 2000 es un juego alucinante, con gráficos muy realistas y una gran jugabilidad ¡en 4 de los mayores torneos del mundo!.",Deportes,/meristation/juegos/roland_garros_2000/,//as01.epimg.net/img/meristation/placeholder-cover.png
Roland Garros 1999,75,0,PC,"Es un juego recomendado para todos los fans del tenis y la simulación deportiva.Es fácil de jugar y muy completo.Las grandes figuras del tenis mundial estarán a tu alcance, podrás competir en los torneos de mayor prestigio mundial.",Deportes,/meristation/juegos/roland_garros_1999/,//as01.epimg.net/t.gif
Star Wars: Rogue Squadron 3D,35,10,PC,"Luke Skywalker y Wedge Antilles han creado el Rogue Squadron, un grupo formado por los más diestros pilotos de caza estelar. Intervén en rápidas misiones de combate planetarias tierra-aire o en refriegas aire-aire, busca y destruye objetos asignados, participa en misiones de reconocimiento, rescates y mucho más.­­","Acción
arcade",/meristation/juegos/star_wars_rogue_squadron_3d/,//as01.epimg.net/t.gif
Risk 2,44,4,PC,"Version para PC del famoso juego de estrategia Risk II, con muchas más opciones y posibilidades.",Estrategia,/meristation/juegos/risk_2/,//as01.epimg.net/t.gif
Paper Mario,51,7,N64,Segunda parte del aclamado juego de ROL de Square para SNES que nunca llegó a ver la luz en nuestro país. Ahora Mario se encuentra en un mundo 3d con un aspecto de papel y una aventura con tintes de rol por delante.,RPG,/meristation/juegos/paper_mario/,//as01.epimg.net/t.gif
Resurrection,54,7,PC,"Aventura en 3D con dosis de acción en el podrás elegir a uno de los tres personajes (la hechicera Daiko, el guerrero Gau o el hombre-demonio Doménico) en su enfrentamiento con la magia negra.­­-Dos mundos diferentes representados en 8 niveles.­-20 tipos diferentes de enemigos y múltiples personajes no jugadores.",Acción,/meristation/juegos/resurrection/,//as01.epimg.net/t.gif
Resident Evil 3,30,5,PC,"Jill Valantine dimite de S.t.a.r.s. y jura que abandonará Racoon City para siempre. Pero no puede escapar a nuevos sucesos escalofriantes y, así, Jill se encuentra de repente atrapada por hordas de Zombis comedores de carne, horriblles mutantes y una nueva Némesis absolutamente implacable.","Acción
Aventura",/meristation/juegos/resident_evil_3/,//as01.epimg.net/t.gif
Resident Evil 2,76,10,PC,"Enfréntate a oleadas de muertos vivientes y disfruta de los personajes realizados con gráficos en 3D de alta resolución como nunca se han visto en ninguna consola. Además, contiene opciones extra. ¡El mundo del horror y la supervivencia nunca ha sido tan bueno! Si la tensión no te mata... ¡alguien lo hará!","Acción
Aventura",/meristation/juegos/resident_evil_2_pc/,//as01.epimg.net/t.gif
Rent-A-Hero,79,9,PC,"Vive las aventuras de Rodrigo, el héroe de alquiler, que a cambio de un precio, está dispuesto a rescatar frágiles damiselas de las garras de dragones pestilentes.",Aventura gráfica,/meristation/juegos/rentahero/,//as01.epimg.net/t.gif
Rayman 2: The Great Escape,35,6,PC,"Una banda de sanguinarios piratas ha invadido el planeta y ha dejado al mundo sin energía. Rayman deberá recuperar sus legendarios poderes antes de enfrentarse al malvado Barbaguda. Practica el esquí acuático, corre por las montañas, cabalga a lomos de un torpedo... ¡Cada segundo cuenta, así que date prisa!.",Plataformas,/meristation/juegos/rayman_2_the_great_escape/,//as01.epimg.net/t.gif
The Flintstones in Viva rock Vegas,69,6,PS2,"Los Picapiedra en Viva Rock Vegas es un juego que NUNCA debería de haber salido para PS2, como mucho para PSOne. Estos personajes se merecían algo mejor para hacer su entrada en PS2.",Conducción,/meristation/juegos/the_flintstones_in_viva_rock_vegas/,//as01.epimg.net/t.gif
Tony Hawk's Pro Skater 2,99,5,N64,"El rotundo éxito alcanzado por Vicarious Vision y su versión de Tony Hawk para GBA ha sido el revulsivo que necesitaba Edge of Reality para terminar de perfilar su adaptación a la 64 Bits. Con retraso respecto a sus homónimos, los usuarios de la casi difunta Nintendo 64 disfrutarán, por última vez, de las cabriolas del rey del skateboard...",Deportes,/meristation/juegos/tony_hawks_pro_skater_2/,//as01.epimg.net/t.gif
Army Men Advance,23,10,GBA,"Después de tropecientas versiones en Game Boy Color, Nintendo 64, PlayStation y PC, los soldaditos de 3DO se estrenan en GBA bajo una caricaturizada nueva imagen que, lamentablemente, afecta y entorpece a la jugabilidad.",Acción,/meristation/juegos/army_men_advance/,//as01.epimg.net/t.gif
Animal Forest,21,0,N64,La última creación de Miyamoto en Nintendo 64. Animal Forest es una mezcla de RPG con toques de comunicación en el que las estaciones del año cobran una gran importancia.,RPG,/meristation/juegos/animal_forest/,//as01.epimg.net/t.gif
Rally Masters,2,8,PC,"Desde Suecia, nos llega Rally Masters, la última palabra en simuladores de Rally, porque este juego lo tiene todo.",Conducción,/meristation/juegos/rally_masters/,//as01.epimg.net/t.gif
Rally Championship 2000,17,8,PC,"De la mano de Magnetic Fields, nos llega este impresionante simulador de rally, tan real, que no hace falta que participes en ninguno.",Conducción,/meristation/juegos/rally_championship_2000/,//as01.epimg.net/t.gif
Railroad Tycoon 2,4,6,PC,"¡Conviértete en el mayor magnate de los negocios a través del mejor juego de simulación jamás creado! Abrete camino hacia la cima del éxito construyendo el mejor y más próspero negocio de transporte de la historia. Con más de 70 escenarios, 40 tipos de vagón y más de 60 locomotoras diferentes, podrás dibujar la historia del ferrocarril a tu antojo.",Estrategia,/meristation/juegos/railroad_tycoon_2/,//as01.epimg.net/t.gif
Rage Of Mages,33,4,PC,"Liberar la magia que devolverá la prosperidad al reino de Kania no es una prueba fácil. Hordas de monstruos, soldados y otras criaturas dotadas de asombrosa Inteligencia Artificial intentarán hacerte fracasar.",Estrategia,/meristation/juegos/rage_of_mages/,//as01.epimg.net/t.gif
Star Wars Episode 1: Racer,85,6,PC,"Este juego te hace colocarte detrás de los motores de más de 21 podracers diferentes. Elegirás entre 25 carreras únicas en ocho mundos distintos, cada una de ellas con sus propios obstáculos naturales y no tan naturales que tendrás que superar. Incluso podrás comprar piezas nuevas o usadas para aumentar el rendimiento de tu Podracer.",Conducción,/meristation/juegos/star_wars_episode_1_racer/,//as01.epimg.net/t.gif
Quest for Glory V: Dragon Fire,99,9,PC,"Quest for Glory V se desarrolla en el mágico mundo 3D de Silmaria, el quinto de la famosa serie diseñada por Lori Cole. Te adentrarás en un viaje lleno de peligros, misterios y encantamientos. El reino de Silmaria ha caído en desgracia y tú has sido elegido para defender la corona.",Aventura gráfica,/meristation/juegos/quest_for_glory_v_dragon_fire/,//as01.epimg.net/t.gif
European Super League,31,9,DC,La competición continental por excelencia llega a Dreamcast con la intención de llenar el vacío futbolítico que la consola de SEGA tiene en su catálogo. ¿Conseguirá esta pseudo Champions League hacerlo?,Deportes,/meristation/juegos/european_super_league/,//as01.epimg.net/t.gif
ESPN International Track & Field,77,0,DC,"Un grandísimo juego, de los mejor simuladores deportivos existentes hoy en día, sino el mejor. Su principal aliciente, sin duda, la insuperable combinación de grandes gráficos e insuperable jugabilidad.",Deportes,/meristation/juegos/espn_international_track_and_field/,//as01.epimg.net/t.gif
ECW Hardcore Revolution,98,10,DC,Juego penoso basado en la lucha libre americana.,Deportes,/meristation/juegos/ecw_hardcore_revolution/,//as01.epimg.net/t.gif
ECW Anarchy Rulz,98,2,DC,"Disfruta con toda la emoción y espectáculo que ofrece la ECW, la disciplina más extrema y desenfrenada de la lucha libre.",Deportes,/meristation/juegos/ecw_anarchy_rulz/,//as01.epimg.net/t.gif
Sin & Punishment: Successor of Earth,13,8,N64,Arcade mezclado con altas dosis de shoot'em up. Clásico juego de Treasure sin un momento de respiro y con un trasfondo narrativo lleno de mutaciones. Solo Japón.,"Acción
arcade",/meristation/juegos/sin_and_punishment_successor_of_earth/,//as01.epimg.net/t.gif
Perfect Dark,82,7,N64,"En el año 2023, Joana Dark -nombre en clave ""Perfect Dark""- se ve envuelta en una misión cuyo objetivo es desvelar una conspiración que tiene su origen en el hermético corazón de la corporación DataDyne.",Acción,/meristation/juegos/perfect_dark/,//as01.epimg.net/t.gif
Ogre Battle 64: Persons of Lordly Caliber,92,1,N64,"Esto es Ogre Battle; la guerra y la magia en estado puro; las misiones, tácticas y estrategias que tanto han escaseado en Nintendo 64, elevadas a la enésima potencia.",Estrategia,/meristation/juegos/ogre_battle_64_persons_of_lordly_caliber/,//as01.epimg.net/t.gif
Neon Genesis Evangelion,33,0,N64,"El manga golpea Nintendo 64. Basado en la archiconocida serie manga, Evangelion, con grandes dosis de acción, conduce a tu EVA a través de los escenarios reales de la serie de GAINAX.",Acción,/meristation/juegos/neon_genesis_evangelion/,//as01.epimg.net/t.gif
Ms. Pac-Man Maze Madness,24,7,N64,"PacMan es algo así como un hijo pródigo. Un personaje que reaparece cuando a los programadores de Namco se les ocurre una idea a la que no terminan por darle forma, y retraen a la esfera más famosa de la tierra haciéndola pasar por los peores berenjenales.",Acción,/meristation/juegos/ms_pacman_maze_madness/,//as01.epimg.net/t.gif
Rainbow Six: Covert Ops Essentials,53,9,PC,"Para ser el mejor, tienes que aprender del mejor y sólo lo conseguirás a través de un trabajo duro, una intensa planificación y un gatillo rápido. En este juego en primera persona basado en comandos militares aprenderás de verdaderos expertos para descubrir sus tácticas de combate reales.","Acción
tactico",/meristation/juegos/rainbow_six_covert_ops_essentials/,//as01.epimg.net/t.gif
Starsiege: Tribes,58,1,PC,"Es el año 2829 y el Imperio ha conseguido reunir sus fuerzas reconstruyendo y preparando durante siglos a sus Herc, monstruos de metal de grán poder, para la próxima invasión Cybrid. Se acerca la hora y los humanos siguen sin estar unidos. ¿Qué le deparará el destino a Starsiege?.",Simulación,/meristation/juegos/starsiege_tribes/,//as01.epimg.net/meristation/imagenes/2016/04/06/game_cover/1459940400.jpg
Outcast,83,7,PC,"A raíz del envío de una sonda científica a un mundo alienigena en un universo paralelo, se crea un agujero negro que amenaza la tierra. Un soldado junto a tres científicos tendrán que viajar a ese mundo y salvar a la Tierra de la amenaza.","Acción
Aventura",/meristation/juegos/outcast/,//as01.epimg.net/t.gif
Super Monkey Ball,42,10,GC,Arcade semejante al clásico Marble Madness pero en perfectas 3D.,"Acción
arcade",/meristation/juegos/super_monkey_ball/,//as01.epimg.net/t.gif
Starshot: Space Circus,65,9,PC,Starshot es lo más parecido a Mario 64 que encontrarás en tu PC.,Plataformas,/meristation/juegos/starshot_space_circus/,//as01.epimg.net/t.gif
Starship Troopers: Terran Ascendancy,80,5,PC,Toma el mando de los Starship Troopers y salva a la tierra de la invasion de los insectoides en este juego de estrategia inspirado en la película de Paul Verhoven.,Estrategia,/meristation/juegos/starship_troopers_terran_ascendancy/,//as01.epimg.net/t.gif
Legacy Online,58,8,PC,"En Legacy Online (Antes Starpeace), el innovador juego que por primera vez es totalmente Online, tendrás que competir contra miles de contrincantes en un mundo permanente en el que tendrás que crear y administrar más de 300 edificios pertenecientes a una docena de industrias diferentes.",Estrategia,/meristation/juegos/legacy_online/,//as01.epimg.net/t.gif
Starlancer,86,9,PC,"Ha llegado el día en el que debes elegir entre la lucha por la libertad o un futuro de sometimiento y opresión. La Coalición del Este ha lanzado un ataque sorpresa contra la flota de la Alianza Oeste, masacrando cientos de mujeres y hombres. Tú eres nuestra última esperanza.",Simulación,/meristation/juegos/starlancer/,//as01.epimg.net/t.gif
Speed Busters,69,4,PC,"En Speed Buster el jugador es recompensado por golpear el metal del coche contra cualquier superficie. Los desafíos abundan a medida que los jugadores se agarran al volante dando vueltas en la arena del desierto, tomando resbaladizas curvas montañosas y luchando por las terribles calles de la ciudad.",Conducción,/meristation/juegos/speed_busters/,//as01.epimg.net/t.gif
Space Clash: The Last Frontier,74,6,PC,"En un futuro lejano, cuatro Imperios galácticos coexisten en una tensa calma. Más allá de sus fronteras, nuevos planetas esperan a ser colonizados y ninguna civilización está dispuesta a quedarse atrás.",Estrategia,/meristation/juegos/space_clash_the_last_frontier/,//as01.epimg.net/t.gif
Space Bunnies Must Die!,67,5,PC,"Arcade en 3D al estilo Tom Raider, con una camarera abducida por extraterrestres como protagonista.",Plataformas,/meristation/juegos/space_bunnies_must_die/,//as01.epimg.net/t.gif
South Park Rally,33,4,PC,"Enfréntate a Cartman, Grandpa, Scuzzlebutt, Starvin' Marvin y al resto de South Park en la carrera por carretera más salvaje y flipante. ¡Demuestra que no eres un Melvin con docenas de locos vehículos!.",Conducción,/meristation/juegos/south_park_rally/,//as01.epimg.net/t.gif
Soulbringer,48,9,PC,"Hace miles de años, seis reyes demonios, conocidos como los Revenants, gobernaban el mundo con mano de hierro y sangrientas espadas.El gran héroe warlock harbinger fué el único que pudo hacer frente a su poder.Cazó a los Revenants uno a uno, les arrebató sus almas y las lanzó al Pozo de las Almas...Pero los Revennants sobrevivieron...",RPG,/meristation/juegos/soulbringer/,//as01.epimg.net/t.gif
Wages Of Sin,37,3,PC,"Ampliación de Sin, con 15 nuevas misiones y más armas, que arregla los fallos del juego original y lo optimiza.",Acción,/meristation/juegos/wages_of_sin/,//as01.epimg.net/t.gif
Virtua Striker 3,46,1,GC,Tercera parte del clásico arcade de fútbol de SEGA.,Deportes,/meristation/juegos/virtua_striker_3/,//as01.epimg.net/t.gif
Sin,58,4,PC,"La historia se desarrolla en la ciudad de Freeport, que se encuentra al borde del colapso. El grupo de seguridad Hardcorps, dirigido por el Coronel John Blade, es considerado líder en la prevención contra el crimen, y está intentando localizar una droga altamente adictiva llamada 'U4'.",Acción,/meristation/juegos/sin/,//as01.epimg.net/t.gif
SimCity 3000 World Edition,58,4,PC,"¡Preparate para el viaje de tu vida! con esta edición especial de Sim City 3000. Tienes que crear una ciudad desde la nada, y el cielo es tu límite.Pero tu poder no es sólo el de construir.Tendrás que administrarlo todo, desde presupuestos hasta bulldozers, desde impuestos hasta tornados, todo ello con más control que nunca.",Estrategia,/meristation/juegos/simcity_3000_world_edition/,//as01.epimg.net/t.gif
F1 World Grand Prix 2,2,4,DC,"Con de la Rosa y Gene podrás correr en el nuevo F1 Grand Prix 2 de Dreamcast, pero no te olvides de Schumaker, que ya sabéis como las gasta.",Conducción,/meristation/juegos/f1_world_grand_prix_2/,//as01.epimg.net/t.gif
F-1 Racing Championship,79,0,DC,"Ubi Soft nos presenta su apuesta en el terreno de la conducción con más número de seguidores, la Formula 1. Delegando el desarrollo en Video System, con historia en este género en Dreamcast, el Gd-Rom que analizamos viene dispuesto a luchar por la Pole Position, en que posición cruzará la línea de meta es lo que os vamos a contar a continuación.",Conducción,/meristation/juegos/f1_racing_championship/,//as01.epimg.net/t.gif
Silkolene Honda Motocross GP,58,1,PC,¡¡¡Siente el asfalto bajo tus pies!!!...con toda la potencia de Honda... ¿Te atreves?,Conducción,/meristation/juegos/silkolene_honda_motocross_gp/,//as01.epimg.net/t.gif
Odd world: Abe's exoddus,20,9,PC,"Juego de plataformas donde Abe, el protagonista, recorre pantalla tras pantalla en un estilo similar al de Prince of Persia o Flashback, pero subido de revoluciones.",Plataformas,/meristation/juegos/odd_world_abes_exoddus/,//as01.epimg.net/t.gif
Sonic Adventure 2,81,7,"GC
DC","Sonic aparece también en las consolas de Nintendo con su segunda incursión en las 3D plataformeras. Más rápido, más acciones a realizar y 6 personajes diferentes en un juego increible.",Plataformas,/meristation/juegos/sonic_adventure_2/,//as01.epimg.net/t.gif
Metroid Prime,11,0,GC,"Samus Aran vuelve a una consola de Nintendo en una aventura en primera persona sin precedentes, y con un apartado gráfico impresionante.",Acción,/meristation/juegos/metroid_prime/,//as01.epimg.net/t.gif
Eternal Darkness: Sanity's Requiem,25,7,GC,"Tres diabólicos demonios han resurgido de sus cenizas dispuestos a acabar con el mundo. Véncelos en este ""thriller psicológico"" a través de diversas etapas en el tiempo.",Acción,/meristation/juegos/eternal_darkness_sanitys_requiem/,//as01.epimg.net/t.gif
Silver,90,1,PC,"­Con más de 200 lugares, 50 personajes interactivos y 6 personajes con los que puedes jugar, ésta va a ser tu mayor experiencia: la magia se convierte en un estilo de vida y la hechicería forma parte de la aventura.","RPG
Acción",/meristation/juegos/silver/,//as01.epimg.net/t.gif
Banjo Kazooie,11,7,N64,"Rareware se ha ocupado de que Banjo-Kazooie se haya convertido en un cartucho de lujo, a la altura de las expectativas. Sus alicientes son muy similares a los de Super Mario 64, pues ofrece un entorno totalmente 3D, personajes habitándolo, y un sinfín de sorpresas",Plataformas,/meristation/juegos/banjo_kazooie/,//as01.epimg.net/t.gif
Shadow Man,9,4,PC,"Shadowman, el primer héroe de color, el único que protege el mundo de los vivos de las amenazas que llegan desde el plano espiritual conocido como la Zona Muerta, es el elegido para detener el Armagedón.","Acción
Aventura",/meristation/juegos/shadow_man/,//as01.epimg.net/t.gif
Shadow Company,86,1,PC,"Juego de acción táctica en tiempo real que te permite tomar el mando de una fuerza de élite compuesta por mercenarios. El juego comienza con la salvación de los restos de la unidad, abandonada por su cuartel general tras haber sufrido una emboscada durante una misión en Angola.",Estrategia,/meristation/juegos/shadow_company/,//as01.epimg.net/t.gif
Screamer 4X4,4,10,PC,"Screamer 4x4 simula con precisión la sensación de conducir un todoterreno: 10 vehículos con licencia oficial (Jeep,Toyota, Mercedes, Land Rover, Mitsubishi...), efectos físiscos reales de conducción, y un montón de elementos que harán de la experiencia de jugarlo algo que no podrás olvidar. ¡Agarrate fuerte que nos ponemos en marcha!",Conducción,/meristation/juegos/screamer_4x4/,//as01.epimg.net/t.gif
Scotland Yard,65,3,PC,"Scotland Yard es toda una experiencia policíaca interactiva con posibilidad para varios jugadores que te hará vivir los misterios del Londres Victoriano.­­-Toma el papel de personajes como Drácula, Dr. Jeckyll & Mr. Hyde, Mata-hari, Frankenstein... muchos famosos detectives y criminales a elegir.­",Estrategia,/meristation/juegos/scotland_yard_game/,//as01.epimg.net/t.gif
Rugby 2001,6,9,PC,"Un deporte donde ganar es una cuestión de orgullo. La climatología y el desarrollo del partido afectan al estado del terreno de juego. Cracterísticas físicas reales de los jugadores. 7 modos de juego: World Cup (Copa del Mundo de 1999, incluyendo a España).",Deportes,/meristation/juegos/rugby_2001/,//as01.epimg.net/t.gif
